,an,sem,nrcrt,nume_disciplina,nume_engl,sapt,CURS,numarore,categdisc,obligativ,orestudindiv,examen,credite,nume_nota,nume_catedra,numes_fac,nume_pachet,facultate,specializare,profil_facultate,nivel,LABORATOR,email,PROIECT,SEMINAR,PRACTICA,PRAC.PROI.,(NEPRECIZ)
169,2,1,13,Simularea si interconectarea modelelor fizice si virtuale de comanda si control ale autovehiculelor                     ,Hardware and Software in the Loop                                                                                                                     ,14,2,2,DA   ,DI,44,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,2,calin.iclodean@auto.utcluj.ro,,,,,
170,2,1,14,Managementul termic al autovehiculelor                                                                                  ,Thermal Management of Vehicle Powertrain                                                                                                              ,14,2,1,DA   ,DI,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,1,Levente.KOCSIS@auto.utcluj.ro,,,,,
171,2,1,15,Structuri portante si caroserii                                                                                         ,Vehicle Body Structures                                                                                                                               ,14,2,2,DS   ,DI,94,examen                        ,6,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,2,Florin.MARIASIU@auto.utcluj.ro,,,,,
172,2,1,16.1,Testare ADAS                                                                                                            ,ADAS Testing                                                                                                                                          ,14,2,2,DA   ,DO,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,1,,,,,,
173,2,1,16.2,Bazele conducerii automatizate                                                                                          ,Basics of Autonomous Driving                                                                                                                          ,14,2,2,DA   ,DO,83,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL III,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,1,Nicolae.Cordos@auto.utcluj.ro,,,,,
174,2,1,17,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,1,1,DC   ,DI,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,Ioana.Sechel@auto.utcluj.ro,,,,,
175,2,1,18,Activitate de cercetare-proiectare 3                                                                                    ,Research Activity 3                                                                                                                                   ,14,,14,DA   ,DI,4,colocviu                      ,8,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,,14,,
176,2,1,303,Voluntariat 3                                                                                                           ,Volunteering 3                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,1,,,
177,2,2,19,Practica de cercetare                                                                                                   ,Research Practice                                                                                                                                     ,14,,14,DA   ,DI,54,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,,14,,
178,2,2,20,Elaborare lucrare de disertatie                                                                                         ,Dissertation Project Work                                                                                                                             ,14,,7,DA   ,DI,152,verificare                    ,10,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,7,,,,
179,2,2,21,Practica pentru elaborarea lucrarii de disertatie                                                                       ,Practice for the dissertation work                                                                                                                    ,14,,7,DA   ,DI,152,colocviu                      ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,,,7,
180,2,2,22,Sustinere lucrare de disertatie                                                                                         ,Presentation of Dissertation                                                                                                                          ,0,,0,DS   ,DI,0,examen                        ,10,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,,,,0
181,2,2,304,Voluntariat 4                                                                                                           ,Volunteering 4                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Tehnici Avansate in Ingineria Autovehiculelor (in limba engleza) - mas                              ,Ingineria Autovehiculelor - (lic+mas)                                                               ,master,,,,1,,,
182,1,1,1,Analiza matematica                                                                                                      ,Mathematical Analysis                                                                                                                                 ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,2,,,
183,1,1,2,Chimie                                                                                                                  ,Chemistry                                                                                                                                             ,14,2,2,DF   ,DI,33,examen                        ,3,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Violeta.Popescu@chem.utcluj.ro,,,,,
184,1,1,3,Stiinta si ingineria materialelor                                                                                       ,Materials Science and Engineering                                                                                                                     ,14,2,2,DID  ,DI,33,colocviu                      ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Calin.Prica@stm.utcluj.ro>,,,,,
185,1,1,4,Geometrie descriptiva                                                                                                   ,Descriptive Geometry                                                                                                                                  ,14,2,2,DF   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,sanda.bodea@auto.utcluj.ro,,,,,
186,1,1,5,"Algebra liniara, geometrie analitica si diferentiala                                                                    ","Linear Algebra, Analytical and Differential Geometry                                                                                                  ",14,2,2,DF   ,DI,58,examen                        ,4,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,Vasile-Horea.Ile@math.utcluj.ro,,1,,,
187,1,1,6,Programarea calculatoarelor si limbaje de programare I                                                                  ,Computer Programming and Programming Languages I                                                                                                      ,14,1,2,DF   ,DI,33,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Iulian.Lupea@mep.utcluj.ro,,,,,
188,1,1,7,Disciplina socio-umana I                                                                                                ,Social and Humanistic Subject I                                                                                                                       ,14,1,1,DC   ,DI,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,andrei.kiraly@auto.utcluj.ro,,1,,,
189,1,1,8,Limbi moderne 1                                                                                                         ,Modern Languages 1                                                                                                                                    ,14,,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
190,1,1,9,Educatie fizica si sport I                                                                                              ,Physical Education and Sport I                                                                                                                        ,14,,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
191,1,1,301,Voluntariat 1                                                                                                           ,Volunteering 1                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,1,,,
192,1,2,10,Matematici speciale                                                                                                     ,Special Mathematics                                                                                                                                   ,14,2,2,DF   ,DI,33,examen                        ,3,Nota      ,Matematica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,Daniela.MARIAN@math.utcluj.ro,,1,,,
193,1,2,11,Desen tehnic si infografica I                                                                                           ,Technical Drawing and Infographics I                                                                                                                  ,14,2,2,DF   ,DI,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Liviu.SCURTU@auto.utcluj.ro,,,,,
194,1,2,12,Programarea calculatoarelor si limbaje de programare II                                                                 ,Computer Programming and Programming Languages II                                                                                                     ,14,1,1,DF   ,DI,47,colocviu                      ,3,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Iulian.Lupea@mep.utcluj.ro,,,,,
195,1,2,13,Fizica                                                                                                                  ,Physics                                                                                                                                               ,14,2,1,DF   ,DI,44,examen                        ,4,Nota      ,Fizica si Chimie                                                                                    ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Lidia.Pop@phys.utcluj.ro,,1,,,
196,1,2,14,Tehnologia materialelor                                                                                                 ,Materials Technology                                                                                                                                  ,14,2,2,DID  ,DI,33,examen                        ,3,Nota      ,Stiinta si ingineria materialelor                                                                   ,IMM       ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Gyorgy.Thalmaier@sim.utcluj.ro,,,,,
197,1,2,15,Mecanica I                                                                                                              ,Mechanics I                                                                                                                                           ,14,2,1,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Claudiu.Schonstein@mep.utcluj.ro,,1,,,
198,1,2,16.1,Disciplina socio-umana II                                                                                               ,Social and Humanistic Subject II                                                                                                                      ,14,1,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,r26bo@yahoo.com,,1,,,
199,1,2,16.2,Etica si integritate academica                                                                                          ,Academic Ethics and Integrity                                                                                                                         ,14,1,1,DC   ,DO,22,colocviu                      ,2,Nota      ,Catedra neprecizata                                                                                 ,          ,OPTIONAL I,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,Ioana.Sechel@auto.utcluj.ro,,1,,,
200,1,2,17,Limbi moderne 2                                                                                                         ,Modern Languages 2                                                                                                                                    ,14,,2,DC   ,DI,22,verificare                    ,2,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
201,1,2,18,Educatie fizica si sport II                                                                                             ,Physical Education and Sport II                                                                                                                       ,14,,2,DC   ,DI,22,verificare                    ,2,A/R       ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
202,1,2,19,Practica de domeniu I                                                                                                   ,Practical Work I                                                                                                                                      ,2,,30,DID  ,DI,15,verificare                    ,3,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,,30,,
203,1,2,302,Voluntariat 2                                                                                                           ,Volunteering 2                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,1,,,
204,2,1,20,Desen tehnic si infografica II                                                                                          ,Technical Drawing and Infographics II                                                                                                                 ,14,1,1,DF   ,DI,58,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,andrei.kiraly@auto.utcluj.ro,,,,,
205,2,1,21,Mecanica II                                                                                                             ,Mechanics II                                                                                                                                          ,14,2,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Claudiu.Schonstein@mep.utcluj.ro,,1,,,
206,2,1,22,Rezistenta materialelor I                                                                                               ,Material Strength I                                                                                                                                   ,14,3,3,DID  ,DI,66,examen                        ,6,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Mircea.Dudescu@rezi.utcluj.ro,,1,,,
207,2,1,23,Masini unelte si control dimensional                                                                                    ,Machine Tools and Dimensional Control                                                                                                                 ,14,2,2,DID  ,DI,69,examen                        ,5,Nota      ,Ingineria proiectarii si robotica                                                                   ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Liviu.Crisan@muri.utcluj.ro,,,,,
208,2,1,24,Electrotehnica si masini electrice                                                                                      ,Electrotechnics and Electrical Machines                                                                                                               ,14,2,2,DID  ,DI,44,examen                        ,4,Nota      ,Electrotehnica si masurari                                                                          ,IE        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Sorin.BUDU@ethm.utcluj.ro,,,,,
209,2,1,25,Electronica                                                                                                             ,Electronics                                                                                                                                           ,14,2,1,DID  ,DI,33,colocviu                      ,3,Nota      ,Automatica                                                                                          ,AC        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Ionut.MUNTEAN@aut.utcluj.ro,,,,,
210,2,1,26,Limbi moderne 3                                                                                                         ,Modern Languages 3                                                                                                                                    ,14,,2,DC   ,DI,47,verificare                    ,3,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
211,2,1,102,"Pedagogie II (Teoria si metodologia instruirii, Teoria si metodologia evaluarii)                                        ","Pedagogy II (Instruction Theory and Methodology, Assessment Theory and Methodology)                                                                   ",14,2,2,DC   ,Dfac,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
212,2,1,303,Voluntariat 3                                                                                                           ,Volunteering 3                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,1,,,
213,2,2,27,Grafica asistata de calculator                                                                                          ,Computer-Aided Graphics                                                                                                                               ,14,1,1,DF   ,DI,33,colocviu                      ,3,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,monica.balcau@auto.utcluj.ro,,,,,
214,2,2,28,Rezistenta materialelor II                                                                                              ,Material Strength II                                                                                                                                  ,14,2,2,DID  ,DI,55,examen                        ,5,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Mircea.Dudescu@rezi.utcluj.ro,,1,,,
215,2,2,29,Mecanisme                                                                                                               ,Mechanisms                                                                                                                                            ,14,2,2,DID  ,DI,44,examen                        ,4,Nota      ,Mecatronica si dinamica masinilor                                                                   ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,simona.noveanu@mdm.utcluj.ro,,,,,
216,2,2,30,Vibratii mecanice                                                                                                       ,Mechanical Vibrations                                                                                                                                 ,14,1,1,DID  ,DI,22,colocviu                      ,2,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Iulian.Lupea@mep.utcluj.ro,,,,,
217,2,2,31,Mecanica fluidelor I                                                                                                    ,Fluid Mechanics I                                                                                                                                     ,14,2,2,DID  ,DI,33,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,dan.opruta@termo.utcluj.ro,,,,,
218,2,2,32,Termotehnica                                                                                                            ,Thermotechnics                                                                                                                                        ,14,2,1,DID  ,DI,33,examen                        ,3,Nota      ,Inginerie mecanica                                                                                  ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Florin.Bode@termo.utcluj.ro,,,,,
219,2,2,33,Organe de masini                                                                                                        ,Machine Elements                                                                                                                                      ,14,2,1,DID  ,DI,44,examen                        ,4,Nota      ,Ingineria sistemelor mecanice                                                                       ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Claudiu.POPA@omt.utcluj.ro,1,,,,
220,2,2,34,Limbi moderne 4                                                                                                         ,Modern Languages 4                                                                                                                                    ,14,,2,DC   ,DI,22,verificare                    ,2,Nota      ,Limbi moderne si comunicare                                                                         ,CM        ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
221,2,2,35,Practica de domeniu II                                                                                                  ,Practical Work II                                                                                                                                     ,3,,30,DID  ,DI,10,verificare                    ,4,A/R       ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,,30,,
222,2,2,103,Bazele ingineriei autovehiculelor                                                                                       ,Basic of Automotive Engineering                                                                                                                       ,14,2,2,DS   ,Dfac,44,verificare                    ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,,,,,,
223,2,2,104,Didactica specializarii (discipline tehnice)                                                                            ,Didactics of specialization (technical disciplines)                                                                                                   ,14,2,2,DC   ,Dfac,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,2,,,
224,2,2,304,Voluntariat 4                                                                                                           ,Volunteering 4                                                                                                                                        ,14,,1,DC   ,Dfac,36,verificare                    ,2,A/R       ,Catedra neprecizata                                                                                 ,          ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,,,,1,,,
225,3,1,36,Infrastructura rutiera                                                                                                  ,Road Infrastructure                                                                                                                                   ,14,2,2,DS   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Ioana.Craciun@auto.utcluj.ro,1,,,,
226,3,1,37,Instalatii de control si comanda circulatiei                                                                            ,Traffic Control and Command Installations                                                                                                             ,14,2,2,DID  ,DI,58,examen                        ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,1,Dan.MOLDOVANU@auto.utcluj.ro,,,,,
227,3,1,38,Telematica rutiera                                                                                                      ,Road Telematics                                                                                                                                       ,14,2,0,DS   ,DI,69,examen                        ,5,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Nicolae.Cordos@auto.utcluj.ro,0,,,,
228,3,1,39,Ecologia transporturilor                                                                                                ,Ecology of Transport                                                                                                                                  ,14,2,2,DS   ,DI,44,colocviu                      ,4,Nota      ,Autovehicule rutiere si transporturi                                                                ,ARMM      ,comun,"Facultatea de Autovehicule Rutiere, Mecatronica si Mecanica",Ingineria Transporturilor si  a Traficului - lic.                                                   ,Ingineria transporturilor - (lic + mas)                                                             ,licenta,2,Aurel.Chereches@auto.utcluj.ro,,,,,
